bruises,odor,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population,habitat,poisonous
f,f,c,n,b,s,s,p,p,e,w,v,d,p
f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,s,c,n,b,s,k,p,p,e,w,v,d,p
f,y,c,n,b,s,k,w,p,e,w,v,l,p
f,f,c,n,b,k,k,p,w,e,w,v,p,p
f,n,w,b,p,k,k,w,w,p,w,n,g,e
f,f,c,n,b,s,s,w,p,e,w,v,p,p
f,f,c,n,b,k,s,w,p,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,f,c,n,b,k,s,w,w,e,w,v,d,p
f,y,c,n,b,k,s,p,w,e,w,v,d,p
f,f,c,n,b,s,s,w,w,e,w,v,l,p
f,f,c,n,b,s,k,p,p,e,w,v,d,p
f,y,c,n,b,k,s,p,w,e,w,v,p,p
f,n,c,b,o,s,s,o,o,p,o,v,l,e
f,f,c,n,b,k,s,w,p,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,p,p
f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,p,p
f,y,c,n,b,k,s,w,w,e,w,v,p,p
f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,c,n,b,k,s,w,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,k,s,p,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,f,c,n,b,k,k,w,p,e,w,v,d,p
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,n,w,b,g,k,s,w,w,p,w,s,g,e
f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,l,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,s,c,n,b,s,s,w,p,e,w,v,p,p
f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,n,w,b,g,k,k,w,w,p,w,s,g,e
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,p,p
f,n,w,b,w,s,k,w,w,p,w,s,g,e
f,y,c,n,b,s,k,p,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,c,n,b,s,k,p,p,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,k,k,w,w,e,w,v,p,p
f,s,c,n,b,s,k,p,p,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,l,p
f,m,c,b,w,k,y,c,c,n,w,c,d,p
f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,y,c,n,b,s,s,w,w,e,w,v,d,p
f,s,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,s,s,p,w,e,w,v,p,p
f,f,c,n,b,k,k,w,w,e,w,v,p,p
f,s,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,s,c,n,b,s,k,p,w,e,w,v,p,p
f,n,c,b,n,s,s,o,o,p,y,c,l,e
f,s,c,n,b,s,k,p,w,e,w,v,d,p
f,s,c,n,b,s,s,w,p,e,w,v,l,p
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,y,c,n,b,k,s,p,p,e,w,v,d,p
f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,p,p
f,n,c,b,n,s,s,o,o,p,o,v,l,e
f,s,c,n,b,k,k,p,p,e,w,v,p,p
f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,f,c,n,b,s,s,w,p,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,f,c,n,b,k,s,p,w,e,w,v,d,p
f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,l,p
f,y,c,n,b,s,s,w,p,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,l,p
f,y,c,n,b,k,s,w,p,e,w,v,d,p
f,y,c,n,b,s,k,p,w,e,w,v,p,p
f,n,w,b,g,s,k,w,w,p,w,n,g,e
f,y,c,n,b,s,k,w,w,e,w,v,l,p
f,y,c,n,b,s,k,p,w,e,w,v,l,p
f,f,c,n,b,s,s,w,p,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,p,p
f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,f,c,n,b,k,k,p,p,e,w,v,p,p
f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,l,p
f,f,c,n,b,s,s,w,w,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,f,c,n,b,s,s,w,p,e,w,v,l,p
f,y,c,n,b,k,s,p,w,e,w,v,l,p
f,y,c,n,b,k,s,p,w,e,w,v,p,p
f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,y,c,n,b,k,k,w,p,e,w,v,d,p
f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,f,c,n,b,s,s,p,p,e,w,v,p,p
f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,y,c,n,b,s,k,p,w,e,w,v,p,p
f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,y,c,n,b,s,k,w,p,e,w,v,d,p
f,f,c,n,b,k,s,w,p,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,p,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,d,p
f,y,c,n,b,s,k,p,w,e,w,v,p,p
f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,p,p
f,s,c,n,b,s,k,p,w,e,w,v,l,p
f,f,c,n,b,k,k,w,p,e,w,v,d,p
f,s,c,n,b,s,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,w,p,e,w,v,p,p
f,s,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,s,k,p,p,e,w,v,d,p
f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,s,c,n,b,k,k,p,w,e,w,v,l,p
f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,y,c,n,b,k,s,w,p,e,w,v,d,p
f,y,c,n,b,k,k,w,p,e,w,v,d,p
f,f,c,n,b,s,k,w,p,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,n,b,k,s,p,p,e,w,v,d,p
f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,f,c,n,b,k,k,w,p,e,w,v,d,p
f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,f,c,n,b,s,s,p,p,e,w,v,p,p
f,s,c,n,b,s,k,p,p,e,w,v,p,p
f,y,c,n,b,s,s,w,w,e,w,v,d,p
f,n,w,b,p,k,s,w,w,p,w,n,g,e
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,l,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,y,c,n,b,s,k,w,w,e,w,v,d,p
f,f,c,n,b,k,s,w,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,n,w,b,p,s,k,w,w,p,w,n,g,e
f,f,c,n,b,k,s,w,p,e,w,v,l,p
f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,p,p
f,y,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,f,c,n,b,k,s,w,w,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,n,w,b,p,s,k,w,w,p,w,n,g,e
f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,f,c,n,b,k,s,p,p,e,w,v,d,p
f,s,c,n,b,s,s,p,p,e,w,v,l,p
f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,y,c,n,b,k,s,w,p,e,w,v,l,p
f,s,c,n,b,s,s,w,p,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,s,c,n,b,s,k,p,w,e,w,v,d,p
f,s,c,n,b,k,s,p,w,e,w,v,p,p
f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,c,n,b,s,s,w,w,e,w,v,d,p
f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,p,p
f,f,c,n,b,s,k,p,p,e,w,v,p,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,w,p,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,s,c,n,b,k,k,p,w,e,w,v,p,p
f,n,c,b,n,s,s,o,o,p,b,v,l,e
f,y,c,n,b,s,s,p,w,e,w,v,l,p
f,y,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,s,k,w,p,e,w,v,d,p
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,d,p
f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,s,k,w,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,p,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,y,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,k,s,p,w,e,w,v,l,p
f,f,c,n,b,s,s,w,p,e,w,v,p,p
f,f,c,n,b,s,s,w,p,e,w,v,p,p
f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,f,c,n,b,s,s,w,p,e,w,v,d,p
f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,s,c,n,b,s,s,p,p,e,w,v,p,p
f,s,c,n,b,k,k,p,p,e,w,v,l,p
f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,y,c,n,b,k,k,w,p,e,w,v,p,p
f,y,c,n,b,s,k,w,w,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,f,c,n,b,s,s,w,w,e,w,v,d,p
f,y,c,n,b,s,s,w,p,e,w,v,l,p
f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,s,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,n,w,b,p,s,k,w,w,p,w,n,g,e
f,y,c,n,b,k,k,p,w,e,w,v,p,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,s,c,n,b,s,s,w,p,e,w,v,d,p
f,s,c,n,b,k,k,p,w,e,w,v,l,p
f,f,c,n,b,s,s,p,p,e,w,v,l,p
f,f,c,n,b,k,s,p,w,e,w,v,d,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,d,p
f,f,c,n,b,k,k,p,w,e,w,v,l,p
f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,y,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,y,c,n,b,k,s,p,w,e,w,v,p,p
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,d,p
f,f,c,n,b,k,s,p,w,e,w,v,d,p
f,s,c,n,b,k,k,w,p,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,s,c,n,b,s,k,w,w,e,w,v,p,p
f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,k,w,p,e,w,v,d,p
f,s,c,n,b,k,s,p,w,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,c,n,b,k,s,w,w,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,y,c,n,b,k,s,p,w,e,w,v,d,p
f,y,c,n,b,s,k,w,p,e,w,v,p,p
f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,s,k,w,p,e,w,v,d,p
f,f,c,n,b,s,s,p,p,e,w,v,l,p
f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,s,c,n,b,s,k,p,w,e,w,v,p,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,p,p
f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,p,p
f,f,c,n,b,k,s,p,p,e,w,v,l,p
f,s,c,n,b,k,s,p,w,e,w,v,p,p
f,y,c,n,b,s,s,w,w,e,w,v,p,p
f,n,w,b,p,s,k,w,w,p,w,s,g,e
f,y,c,n,b,k,s,w,w,e,w,v,p,p
f,s,c,n,b,k,s,w,p,e,w,v,p,p
f,n,c,b,o,s,s,o,o,p,y,v,l,e
f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,s,c,n,b,k,k,p,w,e,w,v,d,p
f,s,c,n,b,s,k,w,p,e,w,v,d,p
f,s,c,n,b,k,s,p,p,e,w,v,d,p
f,m,c,b,w,k,y,c,c,n,w,c,d,p
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,s,k,p,w,e,w,v,d,p
f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,s,c,n,b,s,k,w,p,e,w,v,d,p
f,y,c,n,b,s,k,p,w,e,w,v,l,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,s,c,n,b,k,s,p,p,e,w,v,p,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,f,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,s,s,p,w,e,w,v,d,p
f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,s,c,n,b,s,k,w,p,e,w,v,d,p
f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,y,c,n,b,s,s,w,w,e,w,v,d,p
f,f,c,n,b,k,k,w,w,e,w,v,d,p
f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,s,c,n,b,s,k,p,p,e,w,v,l,p
f,f,c,n,b,k,s,p,w,e,w,v,d,p
f,y,c,n,b,k,s,w,p,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,n,b,s,k,p,p,e,w,v,p,p
f,y,c,n,b,s,s,p,p,e,w,v,d,p
f,f,c,n,b,s,s,w,w,e,w,v,d,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,p,p
f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,l,p
f,f,c,n,b,s,k,w,w,e,w,v,l,p
f,f,c,n,b,s,k,p,w,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,s,s,p,w,e,w,v,d,p
f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,f,c,n,b,k,s,w,p,e,w,v,p,p
f,y,c,n,b,s,k,p,w,e,w,v,p,p
f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,s,c,n,b,s,k,w,w,e,w,v,d,p
f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,s,k,w,p,e,w,v,l,p
f,y,c,n,b,s,k,p,p,e,w,v,p,p
f,s,c,n,b,s,s,w,p,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,k,s,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,p,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,s,c,n,b,s,k,p,p,e,w,v,d,p
f,y,c,n,b,k,k,w,p,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,f,c,n,b,s,s,p,p,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,p,p
f,s,c,n,b,k,k,p,w,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,d,p
f,n,w,b,g,k,k,w,w,p,w,s,g,e
f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,p,p,e,w,v,l,p
f,s,c,n,b,s,s,p,p,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,n,w,b,w,s,s,w,w,p,w,s,g,e
f,s,c,n,b,k,s,w,p,e,w,v,d,p
f,f,c,n,b,s,k,p,p,e,w,v,d,p
f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,f,c,n,b,s,k,w,p,e,w,v,d,p
f,s,c,n,b,k,s,p,w,e,w,v,d,p
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,s,k,p,p,e,w,v,d,p
f,f,c,n,b,s,s,p,w,e,w,v,d,p
f,n,w,b,p,k,s,w,w,p,w,s,g,e
f,n,c,b,y,s,s,o,o,p,o,c,l,e
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,s,c,n,b,s,s,p,p,e,w,v,l,p
f,s,c,n,b,k,s,w,w,e,w,v,l,p
f,y,c,n,b,s,s,p,w,e,w,v,l,p
f,f,c,n,b,s,s,p,p,e,w,v,d,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,f,c,n,b,k,k,p,w,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,y,c,n,b,s,k,w,w,e,w,v,d,p
f,n,w,b,g,s,k,w,w,p,w,n,g,e
f,f,c,n,b,s,s,p,p,e,w,v,p,p
f,y,c,n,b,k,s,p,w,e,w,v,l,p
f,y,c,n,b,k,s,p,p,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,l,p
f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,y,c,n,b,k,k,w,p,e,w,v,p,p
f,y,c,n,b,s,s,w,p,e,w,v,p,p
f,y,c,n,b,s,s,p,w,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,f,c,n,b,s,s,p,w,e,w,v,d,p
f,s,c,n,b,s,s,w,w,e,w,v,l,p
f,f,c,n,b,s,s,w,p,e,w,v,d,p
f,s,c,n,b,k,k,w,p,e,w,v,l,p
f,f,c,n,b,s,k,w,p,e,w,v,p,p
f,s,c,n,b,s,k,p,p,e,w,v,l,p
f,s,c,n,b,s,s,w,p,e,w,v,l,p
f,s,c,n,b,s,s,p,p,e,w,v,d,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,s,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,n,b,s,s,w,w,e,w,v,l,p
f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
f,s,c,n,b,k,s,p,p,e,w,v,p,p
f,y,c,n,b,s,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,w,w,e,w,v,l,p
f,s,c,n,b,k,k,w,w,e,w,v,d,p
f,f,c,n,b,s,s,w,p,e,w,v,l,p
f,y,c,n,b,k,k,p,p,e,w,v,d,p
f,y,c,n,b,s,k,p,p,e,w,v,l,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,y,c,n,b,s,k,p,w,e,w,v,d,p
f,f,c,n,b,k,s,p,w,e,w,v,l,p
f,f,c,n,b,k,k,p,w,e,w,v,p,p
f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,c,n,b,k,k,p,p,e,w,v,d,p
f,s,c,n,b,k,k,p,w,e,w,v,p,p
f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,y,c,n,b,k,k,p,w,e,w,v,d,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,s,c,n,b,k,s,p,p,e,w,v,l,p
f,y,c,n,b,s,s,w,p,e,w,v,l,p
f,y,c,n,b,s,s,p,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,s,c,n,b,k,k,w,p,e,w,v,d,p
f,f,c,n,b,s,s,w,p,e,w,v,l,p
f,n,w,b,w,k,s,w,w,p,w,n,g,e
f,y,c,n,b,k,s,p,w,e,w,v,d,p
f,y,c,n,b,k,s,w,p,e,w,v,p,p
f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,s,c,n,b,s,s,w,p,e,w,v,p,p
f,s,c,n,b,k,k,w,w,e,w,v,p,p
f,f,c,n,b,s,k,p,w,e,w,v,l,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,n,b,k,k,w,p,e,w,v,p,p
f,f,c,n,b,k,s,w,w,e,w,v,l,p
f,f,c,n,b,s,s,p,w,e,w,v,p,p
f,f,c,n,b,k,s,w,p,e,w,v,p,p
f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,y,c,n,b,s,s,w,p,e,w,v,d,p
f,f,c,n,b,k,s,w,w,e,w,v,p,p
f,s,c,n,b,s,s,p,w,e,w,v,p,p
f,s,c,n,b,s,s,w,w,e,w,v,p,p
f,s,c,n,b,k,s,w,w,e,w,v,d,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,s,c,n,b,s,k,w,w,e,w,v,l,p
f,f,c,n,b,k,k,p,w,e,w,v,l,p
f,n,c,b,n,s,s,o,o,p,o,c,l,e
f,f,c,n,b,s,k,w,w,e,w,v,d,p
f,s,c,n,b,k,s,p,w,e,w,v,l,p
f,s,c,n,b,k,k,w,p,e,w,v,d,p
f,f,c,n,b,k,k,p,w,e,w,v,d,p
f,f,c,n,b,k,k,w,w,e,w,v,p,p
f,m,c,b,w,k,y,c,c,n,w,c,d,p
